Date,Open
24-02-17,35.799999
27-02-17,35.400002
28-02-17,35.25
01-03-17,35.509998
02-03-17,34.75
03-03-17,34.970001
06-03-17,34.43
07-03-17,33.389999
08-03-17,33.450001
09-03-17,32.959999
10-03-17,33.349998
13-03-17,33.52
14-03-17,33.130001
15-03-17,33.84
16-03-17,34.189999
17-03-17,33.970001
20-03-17,33.689999
21-03-17,33.560001
22-03-17,32.599998
23-03-17,32.709999
24-03-17,32.709999
27-03-17,32.360001
28-03-17,33
29-03-17,32.950001
30-03-17,33.009998
31-03-17,32.720001
03-04-17,32.169998
04-04-17,32.77
05-04-17,32.009998
06-04-17,32
07-04-17,32.27
10-04-17,32.509998
11-04-17,32.689999
12-04-17,32
13-04-17,32.049999
17-04-17,32.189999
18-04-17,31.879999
19-04-17,31.1
20-04-17,30.76
21-04-17,30.83
24-04-17,31.41
25-04-17,31.309999
26-04-17,30.799999
27-04-17,31.52
28-04-17,31.940001
01-05-17,31.51
02-05-17,31.77
03-05-17,31.799999
04-05-17,30.870001
05-05-17,31.040001
08-05-17,31.129999
09-05-17,31.030001
10-05-17,31.4
11-05-17,30.639999
12-05-17,32.169998
15-05-17,31.93
16-05-17,32.41
17-05-17,31.540001
18-05-17,30.58
19-05-17,29.969999
22-05-17,29.92
23-05-17,29.26
24-05-17,28.57
25-05-17,28.84
26-05-17,28.700001
30-05-17,28.549999
31-05-17,28.360001
01-06-17,27.860001
02-06-17,29.41
05-06-17,28.940001
06-06-17,28.77
07-06-17,28.9
08-06-17,28.91
09-06-17,29.860001
12-06-17,30.280001
13-06-17,30.67
14-06-17,30.6
15-06-17,31.02
16-06-17,30.690001
19-06-17,31.040001
20-06-17,31.17
21-06-17,31.48
22-06-17,31.27
23-06-17,32.549999
26-06-17,32.810001
27-06-17,33.09
28-06-17,32.310001
29-06-17,32.990002
30-06-17,32.849998
03-07-17,33.240002
05-07-17,33.349998
06-07-17,32.43
07-07-17,32
10-07-17,31.49
11-07-17,31.07
12-07-17,31.200001
13-07-17,32.68
14-07-17,33.189999
17-07-17,31.299999
18-07-17,31.9
19-07-17,32
20-07-17,32.119999
21-07-17,32.400002
24-07-17,32.439999
25-07-17,32.509998
26-07-17,32.779999
27-07-17,33.119999
28-07-17,32.369999
31-07-17,32.259998
01-08-17,32.259998
02-08-17,31.559999
03-08-17,25.75
04-08-17,22.68
07-08-17,19.969999
08-08-17,19.139999
09-08-17,18.49
10-08-17,17.75
11-08-17,17.209999
14-08-17,17.52
15-08-17,17.209999
16-08-17,17.950001
17-08-17,17.540001
18-08-17,17.139999
21-08-17,17.219999
22-08-17,16.940001
23-08-17,17.01
24-08-17,16.030001
25-08-17,16.309999
28-08-17,16.25
29-08-17,15.75
30-08-17,15.82
31-08-17,15.74
01-09-17,15.94
05-09-17,15.93
06-09-17,15.39
07-09-17,15.62
08-09-17,15.42
11-09-17,17.879999
12-09-17,19.950001
13-09-17,19.15
14-09-17,18.969999
15-09-17,18.48
18-09-17,18.1
19-09-17,17.09
20-09-17,17.25
21-09-17,17.139999
22-09-17,17.209999
25-09-17,17.23
26-09-17,17.309999
27-09-17,17.32
28-09-17,17.73
29-09-17,17.15
02-10-17,17.65
03-10-17,18.879999
04-10-17,16.33
05-10-17,16.1
06-10-17,15.68
09-10-17,16
10-10-17,15.81
11-10-17,15.93
12-10-17,15.8
13-10-17,15.18
16-10-17,15.12
17-10-17,14.75
18-10-17,14.8
19-10-17,14.59
20-10-17,14.94
23-10-17,14.93
24-10-17,14.57
25-10-17,14.28
26-10-17,13.76
27-10-17,13.77
30-10-17,13.36
31-10-17,13.85
01-11-17,13.55
02-11-17,11.98
03-11-17,10.96
06-11-17,11.94
07-11-17,12.12
08-11-17,11.69
09-11-17,11.49
10-11-17,11.81
13-11-17,11.59
14-11-17,11.66
15-11-17,11.68
16-11-17,12.43
17-11-17,12.73
20-11-17,13.82
21-11-17,13.11
22-11-17,13.29
24-11-17,13.95
27-11-17,13.99
28-11-17,14.95
29-11-17,14.81
30-11-17,15.05
01-12-17,14.89
04-12-17,15.37
05-12-17,15.06
06-12-17,14.32
07-12-17,14.38
08-12-17,15.15
11-12-17,16.4
12-12-17,16.57
13-12-17,16.530001
14-12-17,18.32
15-12-17,17.809999
18-12-17,18.33
19-12-17,18.4
20-12-17,17.940001
21-12-17,17.299999
22-12-17,18.469999
26-12-17,18.91
27-12-17,18.93
28-12-17,18.950001
29-12-17,18.98
02-01-18,18.76
03-01-18,18.92
04-01-18,19.469999
05-01-18,19.450001
