Date,Open,High,Low,Close,Adj Close,Volume
2017-11-03,10.960000,11.710000,10.910000,11.400000,11.329269,53092600
2017-11-06,11.940000,12.570000,11.820000,12.410000,12.333004,60727600
2017-11-07,12.120000,12.180000,11.630000,11.690000,11.617471,31373300
2017-11-08,11.690000,12.030000,11.410000,11.830000,11.756602,23480000
2017-11-09,11.490000,11.980000,11.490000,11.850000,11.776479,21124400
2017-11-10,11.810000,11.960000,11.500000,11.780000,11.706912,16789900
2017-11-13,11.590000,11.850000,11.440000,11.740000,11.667160,16182000
2017-11-14,11.660000,11.850000,11.520000,11.750000,11.677098,13825900
2017-11-15,11.680000,12.660000,11.490000,12.600000,12.521826,34875500
2017-11-16,12.430000,12.820000,12.400000,12.790000,12.710646,27048800
2017-11-17,12.730000,13.960000,12.710000,13.840000,13.754131,40802500
2017-11-20,13.820000,13.840000,12.970000,13.080000,12.998847,23626000
2017-11-21,13.110000,13.430000,13.000000,13.330000,13.247295,14440500
2017-11-22,13.290000,13.730000,13.290000,13.480000,13.396364,11806900
2017-11-24,13.950000,14.280000,13.560000,13.700000,13.615000,15935600
2017-11-27,13.990000,14.680000,13.970000,14.650000,14.650000,40020100
2017-11-28,14.950000,15.030000,14.310000,14.690000,14.690000,26393200
2017-11-29,14.810000,15.100000,14.750000,15.070000,15.070000,21747800
2017-11-30,15.050000,15.150000,14.610000,14.820000,14.820000,18898900
2017-12-01,14.890000,15.800000,14.800000,15.260000,15.260000,26518500
2017-12-04,15.370000,15.560000,15.010000,15.050000,15.050000,12780600
2017-12-05,15.060000,15.380000,14.840000,15.060000,15.060000,10220200
2017-12-06,14.320000,15.170000,14.040000,14.320000,14.320000,22053700
2017-12-07,14.380000,15.170000,14.380000,15.000000,15.000000,15847300
2017-12-08,15.150000,16.330000,15.150000,16.059999,16.059999,37016700
2017-12-11,16.400000,16.740000,16.049999,16.440001,16.440001,21745400
2017-12-12,16.570000,16.719999,16.170000,16.520000,16.520000,24607900
2017-12-13,16.530001,16.600000,15.330000,15.700000,15.700000,30494600
2017-12-14,18.320000,18.540001,15.700000,17.299999,17.299999,113804800
2017-12-15,17.809999,18.700001,17.500000,18.610001,18.610001,66141600
2017-12-18,18.330000,19.240000,18.330000,18.520000,18.520000,32664500
2017-12-19,18.400000,18.510000,17.639999,17.900000,17.900000,25882400
2017-12-20,17.940001,18.139999,17.299999,17.450001,17.450001,22214200
2017-12-21,17.299999,18.530001,17.290001,18.500000,18.500000,23138300
2017-12-22,18.469999,18.889999,18.360001,18.750000,18.750000,16124700
2017-12-26,18.910000,19.309999,18.879999,18.920000,18.920000,17829400
2017-12-27,18.930000,19.180000,18.780001,19.100000,19.100000,14201900
2017-12-28,18.950001,19.040001,18.809999,19.000000,19.000000,11386900
2017-12-29,18.980000,19.129999,18.950001,18.950001,18.950001,10540400
